0	0
0.0002952	0.00402606
0.00167807	-0.00367
0.0025873	0.00829416
0.005298	-0.00687802
0.00687344	0.01278896
0.01083931	-0.00962542
0.01314288	0.01748685
0.01827396	-0.01191615
0.02137695	0.02235645
0.02756654	-0.01375678
0.03154886	0.02735936
0.03867466	-0.01515669
0.04362364	0.03245107
0.05154931	-0.01612818
0.05755805	0.03758199
0.06613527	-0.01668666
0.07330052	0.04269865
0.08237156	-0.01685075
0.09079115	0.04774492
0.10019186	-0.01664243
0.10996183	0.05266328
0.11952493	-0.01608703
0.13073637	0.05739611
0.140295	-0.01521329
0.15303076	0.06188697
0.16242213	-0.01405315
0.17675353	0.0660817
0.18582249	-0.01264157
0.20180613	0.06992956
0.21040862	-0.01101624
0.22808355	0.07338414
0.23608966	-0.00921704
0.25547482	0.0764042
0.26277151	-0.00728559
0.28386375	0.07895433
0.29035696	-0.00526455
0.31312961	0.08100543
0.31874584	-0.00319691
0.3431479	0.0825351
0.3478351	-0.00112521
0.37379111	0.08352779
0.377519	0.00090929
0.40492948	0.08397494
0.4076892	0.00286742
0.43643177	0.0838749
0.438235	0.00471293
0.46816597	0.08323275
0.46904351	0.00641318
0.5	0.00793985
0.5	0.08206015
0.53098816	0.00926947
0.53180236	0.08037498
0.56189049	0.01038386
0.56344274	0.07820102
0.59258874	0.01127041
0.59479257	0.0755676
0.62296433	0.01192219
0.62572556	0.07250919
0.65289885	0.01233795
0.65611814	0.06906499
0.68227457	0.01252193
0.68584998	0.06527852
0.71097494	0.01248356
0.71480435	0.06119715
0.73888514	0.01223702
0.74286853	0.05687169
0.76589259	0.01180065
0.76993421	0.05235586
0.79188747	0.01119642
0.79589778	0.04770583
0.81676327	0.01044913
0.82066072	0.0429796
0.84041724	0.00958582
0.84412986	0.0382365
0.86275096	0.00863492
0.86621767	0.03353646
0.88367075	0.00762565
0.8868425	0.0289394
0.90308822	0.00658727
0.90592877	0.02450447
0.92092071	0.00554846
0.92340722	0.02028928
0.93709174	0.00453677
0.93921494	0.01634915
0.95153148	0.00357808
0.95329557	0.01273629
0.96417713	0.00269614
0.96559935	0.00949902
0.97497338	0.00191225
0.97608313	0.00668101
0.98387273	0.00124488
0.98471043	0.00432059
0.99083581	0.00070946
0.99145144	0.00245006
0.99583173	0.0003182
0.99628297	0.00109516
1	0
